customer_id,n_rides,wait_time,ride_time,arrival_rate,day,week
18,1,2.733364553900607,1.2336020338454112,2.0,Sunday,1
19,0,0.0,0.0,2.0,Sunday,1
20,0,0.0,0.0,2.0,Sunday,1
21,0,0.0,0.0,2.0,Sunday,1
22,0,0.0,0.0,2.0,Sunday,1
23,0,0.0,0.0,2.0,Sunday,1
24,0,0.0,0.0,2.0,Sunday,1
1,0,0.0,0.0,0.6,Monday,2
2,2,0.4723680257717935,4.374296563129222,0.6,Monday,2
3,0,0.0,0.0,0.6,Monday,2
4,0,0.0,0.0,0.6,Monday,2
5,0,0.0,0.0,0.6,Monday,2
6,0,0.0,0.0,0.6,Monday,2
1,0,0.0,0.0,0.5,Tuesday,2
2,0,0.0,0.0,0.5,Tuesday,2
3,0,0.0,0.0,0.5,Tuesday,2
4,0,0.0,0.0,0.5,Tuesday,2
1,1,4.130938740830329,0.7090274128347271,0.7,Wednesday,2
2,1,0.10487142219854695,0.8394595788138575,0.7,Wednesday,2
3,1,1.7179922892609931,4.632476696167851,0.7,Wednesday,2
4,0,0.0,0.0,0.7,Wednesday,2
5,1,0.9229942739779577,0.8786305412451121,0.7,Wednesday,2
6,1,1.1330132615723087,0.1909606225086673,0.7,Wednesday,2
7,0,0.0,0.0,0.7,Wednesday,2
8,0,0.0,0.0,0.7,Wednesday,2
9,0,0.0,0.0,0.7,Wednesday,2
10,0,0.0,0.0,0.7,Wednesday,2
1,3,1.4431588561123623,1.8001570658778845,0.8,Thursday,2
2,2,1.836285094507944,1.3410565301036832,0.8,Thursday,2
3,2,3.870691000541933,1.2298987028486468,0.8,Thursday,2
4,2,2.098224387271384,1.8085628496651713,0.8,Thursday,2
5,1,1.655300882420336,0.06837561458679264,0.8,Thursday,2
6,0,0.0,0.0,0.8,Thursday,2
1,1,4.8918603695312814,0.06955447913781665,1.0,Friday,2
2,1,3.451920917550949,1.7545166885572199,1.0,Friday,2
3,0,0.0,0.0,1.0,Friday,2
4,0,0.0,0.0,1.0,Friday,2
5,0,0.0,0.0,1.0,Friday,2
6,0,0.0,0.0,1.0,Friday,2
7,0,0.0,0.0,1.0,Friday,2
8,0,0.0,0.0,1.0,Friday,2
9,0,0.0,0.0,1.0,Friday,2
1,3,5.55117913734606,1.151390837865149,1.3,Saturday,2
2,1,3.0728508002693116,1.0913338455876431,1.3,Saturday,2
3,1,0.0,2.025549391501446,1.3,Saturday,2
4,1,1.0689417976839661,3.941761485433436,1.3,Saturday,2
5,0,0.0,0.0,1.3,Saturday,2
6,1,4.21964330654718,0.8790546140644224,1.3,Saturday,2
7,0,0.0,0.0,1.3,Saturday,2
8,1,0.9213593821675072,1.2835261123140453,1.3,Saturday,2
9,0,0.0,0.0,1.3,Saturday,2
10,1,0.93123872558016,3.403050021008294,1.3,Saturday,2
11,1,1.9161252494355576,2.2642319646744564,1.3,Saturday,2
12,1,1.4339864282894723,0.9547559261884384,1.3,Saturday,2
13,0,0.0,0.0,1.3,Saturday,2
14,0,0.0,0.0,1.3,Saturday,2
1,1,2.5307515486130905,0.7783141960380897,2.0,Sunday,2
2,2,3.9061168836087394,1.526060629407331,2.0,Sunday,2
3,2,3.4985303053817325,2.083421842863255,2.0,Sunday,2
4,3,5.764493555555516,2.4012826784435397,2.0,Sunday,2
5,1,2.3742521802893055,0.11476525246001223,2.0,Sunday,2
6,0,0.0,0.0,2.0,Sunday,2
7,2,2.0107442307489825,5.169134640564212,2.0,Sunday,2
8,1,0.0,3.3667774104216948,2.0,Sunday,2
9,2,1.5243024206638998,3.4260709860029497,2.0,Sunday,2
10,0,0.0,0.0,2.0,Sunday,2
11,0,0.0,0.0,2.0,Sunday,2
12,1,1.1325362779171302,0.6170930776505799,2.0,Sunday,2
13,0,0.0,0.0,2.0,Sunday,2
14,1,3.473936568189064,1.1133882108008422,2.0,Sunday,2
15,0,0.0,0.0,2.0,Sunday,2
16,0,0.0,0.0,2.0,Sunday,2
17,0,0.0,0.0,2.0,Sunday,2
18,0,0.0,0.0,2.0,Sunday,2
1,1,5.9702881309403235,0.13963025469315582,0.6,Monday,3
2,0,0.0,0.0,0.6,Monday,3
3,0,0.0,0.0,0.6,Monday,3
4,0,0.0,0.0,0.6,Monday,3
5,0,0.0,0.0,0.6,Monday,3
1,0,0.0,0.0,0.5,Tuesday,3
2,0,0.0,0.0,0.5,Tuesday,3
3,0,0.0,0.0,0.5,Tuesday,3
4,0,0.0,0.0,0.5,Tuesday,3
1,1,2.6448759827720743,0.9340231079669881,0.7,Wednesday,3
2,1,5.068942993143919,0.19627898971471947,0.7,Wednesday,3
3,1,3.05444311099731,0.900955770860314,0.7,Wednesday,3
4,0,0.0,0.0,0.7,Wednesday,3
5,0,0.0,0.0,0.7,Wednesday,3
6,0,0.0,0.0,0.7,Wednesday,3
7,0,0.0,0.0,0.7,Wednesday,3
8,0,0.0,0.0,0.7,Wednesday,3
9,0,0.0,0.0,0.7,Wednesday,3
1,2,0.6275836043265901,1.5579600557658853,0.8,Thursday,3
2,1,0.728296756590258,3.6736374912242455,0.8,Thursday,3
3,1,0.0,2.4313706430403874,0.8,Thursday,3
4,1,5.39496468685782,1.7956776436582729,0.8,Thursday,3
5,0,0.0,0.0,0.8,Thursday,3
6,0,0.0,0.0,0.8,Thursday,3
7,1,2.5184174066664147,0.5044362412069052,0.8,Thursday,3
8,0,0.0,0.0,0.8,Thursday,3
9,0,0.0,0.0,0.8,Thursday,3
10,0,0.0,0.0,0.8,Thursday,3
1,1,0.8926243203694071,2.3015106768707057,1.0,Friday,3
2,1,7.095538694674697,0.9514074089195184,1.0,Friday,3
3,2,4.204519714925754,3.008175094983523,1.0,Friday,3
4,1,1.2585797002573171,0.164576175236669,1.0,Friday,3
5,0,0.0,0.0,1.0,Friday,3
6,1,4.474926201362938,0.9778503110769599,1.0,Friday,3
7,0,0.0,0.0,1.0,Friday,3
8,0,0.0,0.0,1.0,Friday,3
9,0,0.0,0.0,1.0,Friday,3
10,0,0.0,0.0,1.0,Friday,3
1,1,4.674479174013962,0.39658462297885144,1.3,Saturday,3
2,1,4.65056713626744,0.0984710660589112,1.3,Saturday,3
3,0,0.0,0.0,1.3,Saturday,3
4,0,0.0,0.0,1.3,Saturday,3
5,0,0.0,0.0,1.3,Saturday,3
6,0,0.0,0.0,1.3,Saturday,3
7,0,0.0,0.0,1.3,Saturday,3
8,0,0.0,0.0,1.3,Saturday,3
9,0,0.0,0.0,1.3,Saturday,3
1,2,2.679326405417805,2.5375749391682816,2.0,Sunday,3
2,1,0.0,0.0348322929912932,2.0,Sunday,3
3,3,6.562178561313785,2.887721739296527,2.0,Sunday,3
4,1,4.296665324607927,3.4508159983870206,2.0,Sunday,3
5,2,2.0347375660442957,0.6493307985447476,2.0,Sunday,3
6,2,2.4794309299431316,1.5539524759745769,2.0,Sunday,3
7,1,3.021261755706322,0.6465312695307617,2.0,Sunday,3
8,1,4.398571046068656,0.8351282686162804,2.0,Sunday,3
9,1,4.83884471356331,0.2300499625039638,2.0,Sunday,3
10,0,0.0,0.0,2.0,Sunday,3
11,1,1.4857266015792714,3.465805528775494,2.0,Sunday,3
12,0,0.0,0.0,2.0,Sunday,3
13,0,0.0,0.0,2.0,Sunday,3
14,0,0.0,0.0,2.0,Sunday,3
15,0,0.0,0.0,2.0,Sunday,3
16,0,0.0,0.0,2.0,Sunday,3
17,0,0.0,0.0,2.0,Sunday,3
1,1,6.719992317790862,0.5654100279106284,0.6,Monday,4
2,1,3.0024056775525896,0.5459694218182687,0.6,Monday,4
3,0,0.0,0.0,0.6,Monday,4
4,1,1.689321511597342,0.5788743580724187,0.6,Monday,4
5,0,0.0,0.0,0.6,Monday,4
6,0,0.0,0.0,0.6,Monday,4
7,1,0.957755987081133,3.654834306595614,0.6,Monday,4
8,0,0.0,0.0,0.6,Monday,4
9,0,0.0,0.0,0.6,Monday,4
10,0,0.0,0.0,0.6,Monday,4
11,0,0.0,0.0,0.6,Monday,4
12,0,0.0,0.0,0.6,Monday,4
1,0,0.0,0.0,0.5,Tuesday,4
2,0,0.0,0.0,0.5,Tuesday,4
3,0,0.0,0.0,0.5,Tuesday,4
4,0,0.0,0.0,0.5,Tuesday,4
5,0,0.0,0.0,0.5,Tuesday,4
6,0,0.0,0.0,0.5,Tuesday,4
7,0,0.0,0.0,0.5,Tuesday,4
1,1,2.855040333780595,1.3481380616177514,0.7,Wednesday,4
2,0,0.0,0.0,0.7,Wednesday,4
3,0,0.0,0.0,0.7,Wednesday,4
4,0,0.0,0.0,0.7,Wednesday,4
5,1,4.283939442669279,0.4309829752156613,0.7,Wednesday,4
6,0,0.0,0.0,0.7,Wednesday,4
7,0,0.0,0.0,0.7,Wednesday,4
8,0,0.0,0.0,0.7,Wednesday,4
9,0,0.0,0.0,0.7,Wednesday,4
10,0,0.0,0.0,0.7,Wednesday,4
11,0,0.0,0.0,0.7,Wednesday,4
1,0,0.0,0.0,0.8,Thursday,4
2,0,0.0,0.0,0.8,Thursday,4
3,1,6.441793862088708,3.7564618875834856,0.8,Thursday,4
4,0,0.0,0.0,0.8,Thursday,4
5,0,0.0,0.0,0.8,Thursday,4
6,0,0.0,0.0,0.8,Thursday,4
7,0,0.0,0.0,0.8,Thursday,4
8,0,0.0,0.0,0.8,Thursday,4
9,0,0.0,0.0,0.8,Thursday,4
10,0,0.0,0.0,0.8,Thursday,4
11,0,0.0,0.0,0.8,Thursday,4
1,1,1.3700865563697047,0.24501564609765136,1.0,Friday,4
2,0,0.0,0.0,1.0,Friday,4
3,0,0.0,0.0,1.0,Friday,4
4,0,0.0,0.0,1.0,Friday,4
5,0,0.0,0.0,1.0,Friday,4
6,0,0.0,0.0,1.0,Friday,4
7,0,0.0,0.0,1.0,Friday,4
1,2,4.220414205910855,2.900335765110939,1.3,Saturday,4
2,2,0.7888932256417887,0.22242320737115318,1.3,Saturday,4
3,2,3.9500035750241014,1.3610519874973308,1.3,Saturday,4
4,2,4.504656543387651,2.261643984606173,1.3,Saturday,4
5,1,0.0,1.3390685679199406,1.3,Saturday,4
6,2,5.863918527524948,0.8461359615477235,1.3,Saturday,4
7,1,0.020311127487639524,0.41585384406328263,1.3,Saturday,4
8,2,3.9894819579320604,2.704290279068462,1.3,Saturday,4
9,1,4.030638797731446,0.5788705176526907,1.3,Saturday,4
10,1,4.660113841829068,3.542079286702265,1.3,Saturday,4
11,2,2.903847560290049,0.5536030243805365,1.3,Saturday,4
12,0,0.0,0.0,1.3,Saturday,4
13,1,3.3358543399309077,1.3839229672521451,1.3,Saturday,4
14,0,0.0,0.0,1.3,Saturday,4
15,1,1.4201176046387634,0.21787616951975153,1.3,Saturday,4
16,1,1.3880176169606386,0.8782578472342619,1.3,Saturday,4
17,0,0.0,0.0,1.3,Saturday,4
18,0,0.0,0.0,1.3,Saturday,4
19,0,0.0,0.0,1.3,Saturday,4
20,0,0.0,0.0,1.3,Saturday,4
21,0,0.0,0.0,1.3,Saturday,4
22,0,0.0,0.0,1.3,Saturday,4
23,0,0.0,0.0,1.3,Saturday,4
24,0,0.0,0.0,1.3,Saturday,4
25,0,0.0,0.0,1.3,Saturday,4
26,0,0.0,0.0,1.3,Saturday,4
27,0,0.0,0.0,1.3,Saturday,4
1,1,6.404812168051767,0.23133052478582972,2.0,Sunday,4
2,1,0.1813809409268652,0.4409100023616066,2.0,Sunday,4
3,1,5.929530866327253,1.019600109502771,2.0,Sunday,4
4,1,5.63113601340884,1.643509327346866,2.0,Sunday,4
5,2,2.955925134165352,1.7739957973987117,2.0,Sunday,4
6,2,2.934952684478658,1.2775798726631784,2.0,Sunday,4
7,1,6.1927722998713595,0.02044313452620372,2.0,Sunday,4
8,1,2.214346550201205,0.40191052016441464,2.0,Sunday,4
9,1,2.2846229750299027,3.1079617168471625,2.0,Sunday,4
10,1,1.4629297788170108,0.6804954167706443,2.0,Sunday,4
11,1,0.0,0.18272925642979132,2.0,Sunday,4
12,1,1.6313912944896538,0.3472882992251032,2.0,Sunday,4
13,1,1.6146481180498702,0.6993858475909382,2.0,Sunday,4
14,1,2.6553175211722344,0.20698298885812072,2.0,Sunday,4
15,0,0.0,0.0,2.0,Sunday,4
16,0,0.0,0.0,2.0,Sunday,4
17,0,0.0,0.0,2.0,Sunday,4
18,0,0.0,0.0,2.0,Sunday,4
19,0,0.0,0.0,2.0,Sunday,4
20,0,0.0,0.0,2.0,Sunday,4
21,0,0.0,0.0,2.0,Sunday,4
22,0,0.0,0.0,2.0,Sunday,4
23,0,0.0,0.0,2.0,Sunday,4
24,0,0.0,0.0,2.0,Sunday,4
